검색어,공고 이름,회사 이름,회사 위치,연봉,경력/학력,근무형태,게시일,마감일,링크,직군
LLM,[B2B SaaS] AI Agent Engineer (LLM),아드리엘(Adriel),서울 종로구,회사내규에 따름,경력 학력무관,,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=368576&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,LLM AI 서비스 기획/(5~ 14년) - 금융그룹 ICT,그레이스앤파트너스,서울,회사내규에 따름,경력5년 대졸(4년),,,2026-08-16,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2606170005107&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI
LLM,LLM Observability 개발자,와탭랩스(WhaTapLabs),서울 서초구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=337343&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,LLM Research Engineer,나니아랩스,서울 마포구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=350722&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,LLM Platform Engineer,모레,서울 서초구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=362017&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,AI Engineer / LLM·RAG Agent Lead,비에이블컴퍼니,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=368265&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,AI 개발자 모집 (헬스케어 / 의료 음성인식·LLM / CSO 직...,(주)비트컴퓨터,서울 서초구,회사내규에 따름,경력무관 학력무관,주5일,,2026-07-16,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54191322&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
LLM,[데이터랩스] LLM을 위한 Python 개발 AI 서비스 경력자 ...,(주)데이터랩스,서울 강서구,회사내규에 따름,경력5년 대졸(4년),,,2026-07-15,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54183368&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI
LLM,AI Engineer(LLM),디피니트,서울 마포구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=309870&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,백엔드 엔지니어(운영 자동화 / LLM 응용 워크플로우),,,회사내규에 따름,,,,2031-06-10,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=1013687&infoTypeCd=IBK&infoTypeGroup=tb_workinfoibk,AI
LLM,풀스택 엔지니어 (Django · SvelteKit · AWS · ...,노바인,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=366857&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,[독파모] AI Research Engineer - LLM Eval,업스테이지,지역무관,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=362629&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
LLM,LLM Product Engineer,베이비챗,경기 용인시,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=356049&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
컴퓨터비전,"AI개발자 (컴퓨터비전 중심, 주니어-미드시니어급)",위시,서울 서초구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=366200&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI
AI 오케스트레이션,AI Engineer (System Orchestration),알프레드,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=354910&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,디에스종합건설(주) AI에이전트 및 사내자동화솔루션 개발자모집,디에스종합건설(주),서울 등,회사내규에 따름,신입/경력1년 대졸(4년),기타,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54409435&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI-agent 및 Ad-Tech 솔루션 기획&개발자 모집,㈜애드이피션시,서울 서초구,회사내규에 따름,경력3년 대졸(4년),주5일,,2026-08-06,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51207699&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 서비스 및 에이전트 개발자 (초급/ 중급/고급 개발자),㈜애버커스,서울 구로구,회사내규에 따름,경력3년 대졸(4년),주5일,,2026-08-06,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51210256&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 개발 에이전트 엔지니어 채용공고,이케이웍스㈜,서울 마포구 등,회사내규에 따름,경력무관 학력무관,주5일,,2026-08-06,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51201023&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[KSTEC] AI 기반 IDP 개발 / Agentic AI 솔루...,지식시스템㈜ KSTEC Inc.,경기 성남시 분당구 등,회사내규에 따름,경력1년 대졸(4년),주5일,,2026-08-02,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54365460&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI SW 엔지니어 - Agentic AI(3년 이상)-전문연구원 ...,엣지크로스,서울 금천구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=319759&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 엔지니어 (Agent Framework),엔닷라이트,경기 성남시,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=347693&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 에이전트 엔지니어,소프트인,서울 영등포구,회사내규에 따름,경력 학력무관,,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=372048&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,(주)위즈코리아 '26년 하반기 AI Agent기반 업무혁신 담당자...,㈜위즈코리아,서울 강서구,회사내규에 따름,신입/경력 대졸(2~3년),주5일,,2026-08-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51180146&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 엔지니어(VLM /음성 에이전트) 모집,넷마블(주),서울 구로구,회사내규에 따름,경력2년 대졸(4년),,,2026-08-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54353867&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 에이전트 서비스 개발자,제로,서울 강서구,회사내규에 따름,경력무관 학력무관,,,2026-07-30,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=371720&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,시니어 엔지니어 (Agent Native Cloud / AI Agent...,다키클라우드코리아,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=371314&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[Socra AI][인재풀]AI engineer (AI Agent)...,소크라에이아이,지역무관,회사내규에 따름,경력무관 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=370749&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,"AI캠퍼스 AI개발자 양성 모집 전액무료 (디지털트윈, AI에이전트...",솔데스크,서울 종로구,회사내규에 따름,경력무관 학력무관,,,2026-07-17,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=558310&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent 개발자,휴머스온,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=359834&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,CTO / Agentic AI Engineer,케이존,경기 성남시,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=370651&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[경력] AI Agent Engineer 채용,카카오헬스케어,경기 성남시 분당구 등,회사내규에 따름,경력무관 학력무관,,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=558090&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Engineer_생성형 AI Agent개발,제논,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=215978&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,Backend Engineer (AI Agent Platform) ...,아르고스아이덴티티코리아,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=370173&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Model Production - Agents & Docume...,업스테이지,지역무관,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=370318&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AICC AI Agent 개발자 채용,㈜메타엠,서울 중구,회사내규에 따름,경력5년 학력무관,주5일,,2026-07-24,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51131483&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,(주)원더스랩 AI 에이전트 서비스 기획자 경력 채용 공고입니다,(주)원더스랩,서울 강남구,회사내규에 따름,경력3년 학력무관,,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54251963&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[글로벌 AI Agent 스타트업] UXUI 디자이너,튜링,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=369815&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 데이터 및 Agent 엔지니어,콘센트릭스서비스코리아,서울 강남구,회사내규에 따름,경력3년 학력무관,주5일,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51124091&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,(주)사미텍 AI Agent 개발자 채용공고,(주)사미텍,대전 유성구,회사내규에 따름,경력3년 학력무관,,,2026-07-23,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54255797&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[채용 공고] AI 에이전트 개발 (연봉 5천~7천),(주)빅스테크놀로지,서울 금천구,회사내규에 따름,경력8년 대졸(4년),,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54257154&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,"AI 전문가(AI Platform, Physical AI Exper...",(주)잡뉴스솔로몬서치,서울 중구,회사내규에 따름,경력10년 대졸(4년),,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2606230002617&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[대기업-지주사] AI Agent Engineer (서울),(주)에이치알맨파워그룹,서울 강북구,회사내규에 따름,경력5년 대졸(4년),주5일,,2026-07-22,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2606220000019&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,2026년 일자리 매칭 AI agent 백엔드 개발자 채용 공고,주식회사엑스비온,서울 강남구,회사내규에 따름,경력1년 대졸(4년),,,2026-07-21,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54237993&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[미소정보기술-강원지사] 팀장 및 개발지원 (플랫폼 & Agent ...,(주)미소정보기술,강원 원주시,회사내규에 따름,경력무관 대졸(4년),주5일,,2026-07-19,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54229811&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[정규직] AI Agent & JAVA Web 개발자(신입/경력) ...,(주)엔피씨시스템,경기 성남시 수정구 등,회사내규에 따름,신입/경력1년 대졸(4년),,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54194177&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent Engineer,(주)이우소프트,경기 화성시,회사내규에 따름,경력5년 학력무관,,,2026-07-16,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54202006&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent 기반 웹 풀스택 엔지니어 채용 공고,(주)네오소프트뱅크,서울 구로구,회사내규에 따름,경력1년 학력무관,주5일,,2026-07-17,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54205590&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,Kubernetes 에이전트 개발자 (GPU/AI Observabi...,와탭랩스(WhaTapLabs),서울 서초구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=326613&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[딥파인] AI Agent 개발,(주)딥파인,서울 용산구,회사내규에 따름,경력5년 대졸(2~3년),,,2026-08-14,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54173047&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,중견기업 - AI Agent 개발자 채용,(주) 허브브레인,서울,회사내규에 따름,경력6년 대졸(4년),주5일,,2026-07-13,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=2606120001068&infoTypeCd=CIN&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,Product Manager (B2B AI Agent),네오사피엔스(타입캐스트),서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=359811&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent Engineer,인피닉(infiniq),서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=360043&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent Engineer (AI 에이전트 엔지니어),오토메타,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=367277&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent Product Manager (AI Agent 기획...,이한크리에이티브(주),경기 광명시,회사내규에 따름,신입/경력1년 학력무관,,,2026-07-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=54138311&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,Software Engineer (AI Agent부문),에이티씨아이,서울 금천구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=349626&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent Engineer (Python),㈜아이엔소프트,서울 영등포구,회사내규에 따름,경력3년 대졸(4년),주5일,,2026-08-07,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=51032150&infoTypeCd=CJK&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,소프트웨어 엔지니어 (AI Agent),사각,서울 영등포구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=338044&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent 기반 업무관리 플랫폼 기획/PM,미리비트,경기 성남시,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=365908&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 연구 및 서비스 개발(AI에이전트/HCI) 채용,넷마블,서울 구로구,회사내규에 따름,경력무관 학력무관,,,2099-01-01,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=554767&infoTypeCd=CAT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,Agentic AI System Engineer,유모스원,서울 서초구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=364796&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,[플레어레인] AI 기반 CRM 마케팅 PM/PO (SaaS & AI...,플레어랩스,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=348730&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI Agent 엔지니어,누아,서울 중구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=363748&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,은행 AI Agent 구축 개발,슬로그업,서울 중구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=361540&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,AI 자동화 엔지니어(Agent Engineer),와이어트,서울 강남구,회사내규에 따름,경력 학력무관,,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=361748&infoTypeCd=CWT&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,에이전트AI 풍력발전설비 유지보수 정규직 채용(영광),주식회사 에이전트에이아이,전남광주 영광군,회사내규에 따름,경력무관 대졸(2~3년),,,2026-07-13,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=53889716&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
AI Agent,엠케이디 Agent AI 개발자 채용,(주)엠케이디,부산 남구,회사내규에 따름,경력무관 대졸(4년),,,2099-12-31,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=53894490&infoTypeCd=CSI&infoTypeGroup=tb_workinfogubun,AI오케스트레이션
